ward,precinct,total,Brandon Johnson (Elizabeth Warren),Brandon Johnson (Elizabeth Warren) Percent,Jamie Brown (Elizabeth Warren),Jamie Brown (Elizabeth Warren) Percent,Frederick ''Fritz'' Kaegi (Elizabeth W,Frederick ''Fritz'' Kaegi (Elizabeth W Percent,Mony Ruiz Velasco (Elizabeth Warren),Mony Ruiz Velasco (Elizabeth Warren) Percent,Marlon D. Harris (Elizabeth Warren),Marlon D. Harris (Elizabeth Warren) Percent,Harlene Ellin (Elizabeth Warren),Harlene Ellin (Elizabeth Warren) Percent,Mihir Garud (Elizabeth Warren),Mihir Garud (Elizabeth Warren) Percent,Benetta Mansfield (Elizabeth Warren),Benetta Mansfield (Elizabeth Warren) Percent,Mary Ann Abbott (Andrew Yang),Mary Ann Abbott (Andrew Yang) Percent,Elizabeth Henricks (Andrew Yang),Elizabeth Henricks (Andrew Yang) Percent,Steven Dyme (Andrew Yang),Steven Dyme (Andrew Yang) Percent,Yvonne O'Connor (Andrew Yang),Yvonne O'Connor (Andrew Yang) Percent,Peter Wojda IV (Andrew Yang),Peter Wojda IV (Andrew Yang) Percent,Rudyard ''Rudy'' Urian (Andrew Yang),Rudyard ''Rudy'' Urian (Andrew Yang) Percent,Marty Castro (Pete Buttigieg),Marty Castro (Pete Buttigieg) Percent,Eric Davis (Pete Buttigieg),Eric Davis (Pete Buttigieg) Percent,Thomas Gary (Pete Buttigieg),Thomas Gary (Pete Buttigieg) Percent,Marla Izbicky (Pete Buttigieg),Marla Izbicky (Pete Buttigieg) Percent,Amalia Mahoney (Pete Buttigieg),Amalia Mahoney (Pete Buttigieg) Percent,Cristal Thomas Gary (Pete Buttigieg),Cristal Thomas Gary (Pete Buttigieg) Percent,Claudia Moreno-Nunez (Bernie Sanders),Claudia Moreno-Nunez (Bernie Sanders) Percent,Julie Lehrman (Bernie Sanders),Julie Lehrman (Bernie Sanders) Percent,Martese Luzette Chism (Bernie Sanders),Martese Luzette Chism (Bernie Sanders) Percent,Ojus Khanolkar (Bernie Sanders),Ojus Khanolkar (Bernie Sanders) Percent,Dominique Coronel (Bernie Sanders),Dominique Coronel (Bernie Sanders) Percent,Miguel Bautista (Bernie Sanders),Miguel Bautista (Bernie Sanders) Percent,Ronald Lawless (Bernie Sanders),Ronald Lawless (Bernie Sanders) Percent,Tim Thomas (Bernie Sanders),Tim Thomas (Bernie Sanders) Percent,Barton Moy (Amy J. Klobuchar),Barton Moy (Amy J. Klobuchar) Percent,Gail M. Silver (Amy J. Klobuchar),Gail M. Silver (Amy J. Klobuchar) Percent,Joan L. Long (Amy J. Klobuchar),Joan L. Long (Amy J. Klobuchar) Percent,Addison Woodward (Amy J. Klobuchar),Addison Woodward (Amy J. Klobuchar) Percent,Ann Henstrand (Amy J. Klobuchar),Ann Henstrand (Amy J. Klobuchar) Percent,Jennifer Vincent (Amy J. Klobuchar),Jennifer Vincent (Amy J. Klobuchar) Percent,Markayle Tolliver (Amy J. Klobuchar),Markayle Tolliver (Amy J. Klobuchar) Percent,Thomas A. (Tom) Ciavarella (Amy J. Klo,Thomas A. (Tom) Ciavarella (Amy J. Klo Percent,precinct_id
29,26,1445,37,2.56,23,1.59,17,1.18,12,0.83,18,1.25,13,0.9,8,0.55,16,1.11,7,0.48,9,0.62,4,0.28,1,0.07,1,0.07,1,0.07,5,0.35,2,0.14,1,0.07,1,0.07,3,0.21,1,0.07,52,3.6,48,3.32,41,2.84,43,2.98,46,3.18,49,3.39,36,2.49,32,2.21,4,0.28,4,0.28,2,0.14,2,0.14,3,0.21,4,0.28,1,0.07,1,0.07,29026
29,27,1352,32,2.37,23,1.7,10,0.74,11,0.81,20,1.48,14,1.04,8,0.59,13,0.96,7,0.52,8,0.59,5,0.37,8,0.59,3,0.22,5,0.37,2,0.15,1,0.07,0,0.0,3,0.22,1,0.07,2,0.15,56,4.14,51,3.77,48,3.55,39,2.88,43,3.18,44,3.25,34,2.51,33,2.44,2,0.15,1,0.07,1,0.07,0,0.0,1,0.07,2,0.15,1,0.07,0,0.0,29027
29,28,1882,38,2.02,21,1.12,13,0.69,6,0.32,20,1.06,14,0.74,7,0.37,16,0.85,12,0.64,10,0.53,5,0.27,1,0.05,1,0.05,1,0.05,3,0.16,6,0.32,4,0.21,1,0.05,2,0.11,3,0.16,62,3.29,57,3.03,48,2.55,48,2.55,52,2.76,46,2.44,48,2.55,44,2.34,1,0.05,3,0.16,1,0.05,1,0.05,1,0.05,3,0.16,0,0.0,2,0.11,29028
29,33,1106,34,3.07,13,1.18,11,0.99,8,0.72,11,0.99,9,0.81,9,0.81,13,1.18,8,0.72,6,0.54,7,0.63,5,0.45,2,0.18,3,0.27,5,0.45,8,0.72,5,0.45,3,0.27,4,0.36,5,0.45,28,2.53,23,2.08,25,2.26,24,2.17,32,2.89,28,2.53,28,2.53,32,2.89,1,0.09,3,0.27,0,0.0,0,0.0,1,0.09,1,0.09,1,0.09,3,0.27,29033
29,34,1056,25,2.37,21,1.99,12,1.14,15,1.42,9,0.85,10,0.95,8,0.76,9,0.85,3,0.28,6,0.57,4,0.38,6,0.57,3,0.28,3,0.28,6,0.57,8,0.76,3,0.28,5,0.47,5,0.47,5,0.47,47,4.45,47,4.45,48,4.55,44,4.17,48,4.55,54,5.11,48,4.55,44,4.17,0,0.0,1,0.09,3,0.28,0,0.0,3,0.28,3,0.28,2,0.19,3,0.28,29034
29,35,909,25,2.75,13,1.43,11,1.21,6,0.66,10,1.1,5,0.55,4,0.44,11,1.21,5,0.55,7,0.77,5,0.55,9,0.99,1,0.11,4,0.44,4,0.44,5,0.55,5,0.55,0,0.0,2,0.22,3,0.33,32,3.52,29,3.19,24,2.64,27,2.97,31,3.41,26,2.86,24,2.64,24,2.64,4,0.44,3,0.33,3,0.33,3,0.33,2,0.22,2,0.22,4,0.44,3,0.33,29035
29,36,1354,29,2.14,20,1.48,5,0.37,6,0.44,11,0.81,8,0.59,8,0.59,6,0.44,10,0.74,5,0.37,2,0.15,4,0.3,2,0.15,1,0.07,1,0.07,8,0.59,2,0.15,1,0.07,1,0.07,1,0.07,46,3.4,50,3.69,38,2.81,37,2.73,41,3.03,45,3.32,39,2.88,38,2.81,3,0.22,2,0.15,1,0.07,1,0.07,2,0.15,3,0.22,1,0.07,1,0.07,29036
29,37,1371,40,2.92,19,1.39,13,0.95,12,0.88,19,1.39,10,0.73,9,0.66,10,0.73,10,0.73,4,0.29,3,0.22,6,0.44,3,0.22,8,0.58,5,0.36,8,0.58,4,0.29,4,0.29,4,0.29,3,0.22,47,3.43,46,3.36,38,2.77,37,2.7,47,3.43,39,2.84,46,3.36,34,2.48,2,0.15,2,0.15,2,0.15,3,0.22,2,0.15,1,0.07,0,0.0,4,0.29,29037
29,40,1753,51,2.91,35,2.0,14,0.8,14,0.8,23,1.31,20,1.14,12,0.68,18,1.03,13,0.74,11,0.63,5,0.29,7,0.4,1,0.06,4,0.23,2,0.11,5,0.29,2,0.11,2,0.11,3,0.17,4,0.23,59,3.37,46,2.62,46,2.62,49,2.8,45,2.57,39,2.22,43,2.45,38,2.17,3,0.17,6,0.34,3,0.17,4,0.23,2,0.11,5,0.29,3,0.17,2,0.11,29040
29,41,1166,25,2.14,11,0.94,5,0.43,9,0.77,10,0.86,7,0.6,5,0.43,8,0.69,4,0.34,6,0.51,2,0.17,3,0.26,1,0.09,2,0.17,2,0.17,4,0.34,2,0.17,2,0.17,1,0.09,3,0.26,36,3.09,35,3.0,32,2.74,31,2.66,38,3.26,34,2.92,27,2.32,27,2.32,2,0.17,1,0.09,2,0.17,1,0.09,3,0.26,1,0.09,3,0.26,3,0.26,29041
29,42,1594,43,2.7,24,1.51,19,1.19,12,0.75,27,1.69,21,1.32,14,0.88,19,1.19,14,0.88,12,0.75,6,0.38,11,0.69,2,0.13,3,0.19,5,0.31,6,0.38,5,0.31,3,0.19,4,0.25,3,0.19,61,3.83,45,2.82,44,2.76,38,2.38,47,2.95,38,2.38,34,2.13,38,2.38,2,0.13,6,0.38,6,0.38,4,0.25,4,0.25,4,0.25,4,0.25,7,0.44,29042
29,43,1380,31,2.25,16,1.16,9,0.65,11,0.8,10,0.72,9,0.65,4,0.29,10,0.72,14,1.01,7,0.51,3,0.22,10,0.72,1,0.07,2,0.14,5,0.36,9,0.65,5,0.36,1,0.07,3,0.22,5,0.36,59,4.28,60,4.35,47,3.41,57,4.13,57,4.13,49,3.55,46,3.33,43,3.12,3,0.22,4,0.29,6,0.43,3,0.22,6,0.43,6,0.43,2,0.14,1,0.07,29043
29,44,1662,40,2.41,28,1.68,22,1.32,12,0.72,21,1.26,11,0.66,12,0.72,14,0.84,14,0.84,7,0.42,4,0.24,4,0.24,2,0.12,5,0.3,7,0.42,7,0.42,6,0.36,1,0.06,6,0.36,6,0.36,54,3.25,52,3.13,45,2.71,46,2.77,52,3.13,47,2.83,44,2.65,41,2.47,3,0.18,6,0.36,4,0.24,5,0.3,3,0.18,3,0.18,3,0.18,4,0.24,29044
36,5,852,13,1.53,12,1.41,8,0.94,16,1.88,10,1.17,9,1.06,7,0.82,10,1.17,6,0.7,6,0.7,2,0.23,0,0.0,0,0.0,0,0.0,3,0.35,2,0.23,1,0.12,0,0.0,0,0.0,0,0.0,61,7.16,42,4.93,49,5.75,49,5.75,51,5.99,63,7.39,45,5.28,44,5.16,0,0.0,0,0.0,1,0.12,0,0.0,0,0.0,1,0.12,0,0.0,3,0.35,36005
36,21,233,2,0.86,5,2.15,1,0.43,8,3.43,4,1.72,1,0.43,2,0.86,2,0.86,2,0.86,2,0.86,2,0.86,2,0.86,1,0.43,2,0.86,2,0.86,1,0.43,1,0.43,0,0.0,2,0.86,2,0.86,21,9.01,9,3.86,11,4.72,9,3.86,12,5.15,21,9.01,10,4.29,7,3.0,0,0.0,0,0.0,0,0.0,1,0.43,0,0.0,2,0.86,0,0.0,3,1.29,36021
37,1,905,18,1.99,16,1.77,10,1.1,4,0.44,17,1.88,8,0.88,8,0.88,11,1.22,16,1.77,7,0.77,7,0.77,5,0.55,5,0.55,5,0.55,3,0.33,6,0.66,7,0.77,3,0.33,1,0.11,3,0.33,28,3.09,25,2.76,23,2.54,19,2.1,23,2.54,20,2.21,21,2.32,20,2.21,6,0.66,5,0.55,8,0.88,2,0.22,4,0.44,9,0.99,5,0.55,4,0.44,37001
37,2,824,21,2.55,20,2.43,9,1.09,8,0.97,6,0.73,8,0.97,9,1.09,8,0.97,7,0.85,5,0.61,5,0.61,2,0.24,2,0.24,3,0.36,4,0.49,1,0.12,4,0.49,0,0.0,0,0.0,3,0.36,44,5.34,43,5.22,42,5.1,41,4.98,46,5.58,40,4.85,39,4.73,37,4.49,1,0.12,3,0.36,1,0.12,0,0.0,0,0.0,2,0.24,0,0.0,4,0.49,37002
37,3,784,17,2.17,10,1.28,9,1.15,8,1.02,10,1.28,7,0.89,6,0.77,11,1.4,5,0.64,5,0.64,1,0.13,5,0.64,2,0.26,4,0.51,1,0.13,4,0.51,4,0.51,1,0.13,1,0.13,4,0.51,36,4.59,25,3.19,26,3.32,26,3.32,29,3.7,29,3.7,28,3.57,26,3.32,1,0.13,0,0.0,4,0.51,1,0.13,2,0.26,3,0.38,0,0.0,1,0.13,37003
37,4,885,12,1.36,13,1.47,8,0.9,9,1.02,16,1.81,6,0.68,8,0.9,5,0.56,6,0.68,5,0.56,5,0.56,6,0.68,0,0.0,4,0.45,6,0.68,4,0.45,4,0.45,4,0.45,1,0.11,5,0.56,33,3.73,34,3.84,36,4.07,35,3.95,33,3.73,41,4.63,35,3.95,33,3.73,2,0.23,1,0.11,2,0.23,3,0.34,3,0.34,7,0.79,3,0.34,1,0.11,37004
37,5,1351,49,3.63,22,1.63,15,1.11,9,0.67,24,1.78,12,0.89,6,0.44,13,0.96,11,0.81,7,0.52,7,0.52,5,0.37,4,0.3,5,0.37,3,0.22,4,0.3,3,0.22,1,0.07,7,0.52,4,0.3,36,2.66,33,2.44,28,2.07,28,2.07,31,2.29,25,1.85,32,2.37,28,2.07,1,0.07,0,0.0,1,0.07,2,0.15,3,0.22,1,0.07,0,0.0,2,0.15,37005
37,6,1281,35,2.73,19,1.48,13,1.01,10,0.78,15,1.17,10,0.78,4,0.31,14,1.09,6,0.47,6,0.47,6,0.47,6,0.47,4,0.31,4,0.31,3,0.23,8,0.62,9,0.7,7,0.55,4,0.31,2,0.16,35,2.73,32,2.5,27,2.11,31,2.42,31,2.42,27,2.11,27,2.11,24,1.87,1,0.08,3,0.23,4,0.31,4,0.31,2,0.16,3,0.23,1,0.08,4,0.31,37006
37,7,754,17,2.25,9,1.19,9,1.19,13,1.72,11,1.46,8,1.06,6,0.8,11,1.46,4,0.53,3,0.4,3,0.4,1,0.13,1,0.13,5,0.66,7,0.93,4,0.53,3,0.4,2,0.27,2,0.27,2,0.27,31,4.11,18,2.39,15,1.99,19,2.52,18,2.39,24,3.18,13,1.72,17,2.25,4,0.53,4,0.53,2,0.27,2,0.27,1,0.13,6,0.8,3,0.4,1,0.13,37007
37,8,664,18,2.71,14,2.11,10,1.51,7,1.05,9,1.36,4,0.6,4,0.6,4,0.6,5,0.75,5,0.75,2,0.3,2,0.3,0,0.0,0,0.0,0,0.0,0,0.0,3,0.45,0,0.0,3,0.45,2,0.3,26,3.92,22,3.31,20,3.01,24,3.61,24,3.61,28,4.22,20,3.01,25,3.77,2,0.3,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3,1,0.15,0,0.0,37008
37,9,1234,35,2.84,32,2.59,16,1.3,10,0.81,22,1.78,14,1.13,12,0.97,21,1.7,15,1.22,12,0.97,4,0.32,6,0.49,4,0.32,3,0.24,2,0.16,7,0.57,6,0.49,4,0.32,4,0.32,5,0.41,43,3.48,34,2.76,36,2.92,30,2.43,36,2.92,38,3.08,37,3.0,31,2.51,3,0.24,4,0.32,1,0.08,2,0.16,2,0.16,3,0.24,2,0.16,1,0.08,37009
37,10,1508,33,2.19,11,0.73,6,0.4,10,0.66,16,1.06,10,0.66,3,0.2,9,0.6,14,0.93,8,0.53,7,0.46,7,0.46,2,0.13,2,0.13,7,0.46,8,0.53,2,0.13,2,0.13,3,0.2,2,0.13,70,4.64,62,4.11,55,3.65,50,3.32,65,4.31,61,4.05,57,3.78,54,3.58,1,0.07,2,0.13,2,0.13,1,0.07,2,0.13,1,0.07,2,0.13,7,0.46,37010
37,11,656,12,1.83,12,1.83,6,0.91,7,1.07,4,0.61,7,1.07,5,0.76,8,1.22,7,1.07,5,0.76,5,0.76,4,0.61,0,0.0,2,0.3,2,0.3,6,0.91,2,0.3,3,0.46,0,0.0,1,0.15,16,2.44,18,2.74,13,1.98,16,2.44,17,2.59,15,2.29,12,1.83,14,2.13,0,0.0,2,0.3,1,0.15,0,0.0,1,0.15,3,0.46,2,0.3,1,0.15,37011
37,12,980,25,2.55,17,1.73,10,1.02,14,1.43,14,1.43,12,1.22,6,0.61,10,1.02,8,0.82,6,0.61,4,0.41,7,0.71,2,0.2,4,0.41,5,0.51,2,0.2,3,0.31,2,0.2,0,0.0,4,0.41,53,5.41,41,4.18,39,3.98,36,3.67,43,4.39,51,5.2,33,3.37,34,3.47,2,0.2,2,0.2,0,0.0,0,0.0,0,0.0,5,0.51,1,0.1,2,0.2,37012
37,13,841,17,2.02,12,1.43,8,0.95,12,1.43,7,0.83,12,1.43,6,0.71,12,1.43,4,0.48,4,0.48,3,0.36,2,0.24,1,0.12,4,0.48,3,0.36,2,0.24,1,0.12,1,0.12,3,0.36,2,0.24,34,4.04,25,2.97,19,2.26,17,2.02,19,2.26,19,2.26,21,2.5,18,2.14,1,0.12,3,0.36,2,0.24,3,0.36,0,0.0,1,0.12,2,0.24,0,0.0,37013
37,14,1197,22,1.84,7,0.58,6,0.5,2,0.17,12,1.0,6,0.5,4,0.33,8,0.67,6,0.5,5,0.42,1,0.08,2,0.17,2,0.17,1,0.08,4,0.33,7,0.58,4,0.33,3,0.25,1,0.08,4,0.33,41,3.43,38,3.17,30,2.51,30,2.51,39,3.26,38,3.17,34,2.84,29,2.42,1,0.08,4,0.33,4,0.33,3,0.25,2,0.17,1,0.08,2,0.17,1,0.08,37014
37,15,1332,31,2.33,12,0.9,4,0.3,11,0.83,10,0.75,4,0.3,3,0.23,7,0.53,3,0.23,9,0.68,4,0.3,6,0.45,3,0.23,2,0.15,1,0.08,4,0.3,1,0.08,2,0.15,2,0.15,3,0.23,45,3.38,40,3.0,40,3.0,38,2.85,42,3.15,39,2.93,31,2.33,29,2.18,1,0.08,1,0.08,2,0.15,0,0.0,1,0.08,4,0.3,0,0.0,1,0.08,37015
37,16,1324,25,1.89,17,1.28,9,0.68,9,0.68,14,1.06,12,0.91,9,0.68,11,0.83,15,1.13,8,0.6,6,0.45,8,0.6,2,0.15,7,0.53,5,0.38,6,0.45,5,0.38,8,0.6,4,0.3,3,0.23,52,3.93,52,3.93,41,3.1,40,3.02,50,3.78,42,3.17,45,3.4,40,3.02,1,0.08,1,0.08,3,0.23,4,0.3,1,0.08,4,0.3,1,0.08,2,0.15,37016
37,17,891,17,1.91,13,1.46,9,1.01,5,0.56,11,1.23,7,0.79,7,0.79,7,0.79,6,0.67,8,0.9,1,0.11,2,0.22,2,0.22,1,0.11,4,0.45,7,0.79,1,0.11,1,0.11,3,0.34,4,0.45,32,3.59,27,3.03,24,2.69,24,2.69,23,2.58,22,2.47,25,2.81,24,2.69,1,0.11,0,0.0,0,0.0,3,0.34,3,0.34,1,0.11,0,0.0,1,0.11,37017
37,18,1153,29,2.52,19,1.65,20,1.73,9,0.78,15,1.3,12,1.04,11,0.95,10,0.87,8,0.69,7,0.61,9,0.78,7,0.61,2,0.17,3,0.26,5,0.43,9,0.78,5,0.43,3,0.26,4,0.35,2,0.17,34,2.95,27,2.34,19,1.65,16,1.39,21,1.82,22,1.91,19,1.65,25,2.17,4,0.35,3,0.26,4,0.35,1,0.09,0,0.0,5,0.43,3,0.26,8,0.69,37018
37,19,846,12,1.42,15,1.77,3,0.35,5,0.59,9,1.06,7,0.83,1,0.12,2,0.24,2,0.24,4,0.47,5,0.59,1,0.12,1,0.12,3,0.35,8,0.95,4,0.47,3,0.35,0,0.0,1,0.12,0,0.0,40,4.73,36,4.26,36,4.26,31,3.66,38,4.49,41,4.85,31,3.66,29,3.43,1,0.12,1,0.12,2,0.24,1,0.12,0,0.0,1,0.12,0,0.0,2,0.24,37019
37,20,854,20,2.34,13,1.52,2,0.23,6,0.7,6,0.7,7,0.82,5,0.59,5,0.59,8,0.94,8,0.94,3,0.35,3,0.35,3,0.35,1,0.12,2,0.23,2,0.23,1,0.12,0,0.0,1,0.12,3,0.35,37,4.33,35,4.1,29,3.4,25,2.93,38,4.45,38,4.45,29,3.4,24,2.81,0,0.0,1,0.12,1,0.12,2,0.23,1,0.12,1,0.12,3,0.35,1,0.12,37020
37,21,880,24,2.73,24,2.73,15,1.7,16,1.82,20,2.27,14,1.59,13,1.48,15,1.7,7,0.8,7,0.8,4,0.45,3,0.34,0,0.0,1,0.11,2,0.23,4,0.45,5,0.57,2,0.23,2,0.23,3,0.34,39,4.43,31,3.52,29,3.3,22,2.5,27,3.07,32,3.64,26,2.95,25,2.84,0,0.0,1,0.11,0,0.0,0,0.0,0,0.0,1,0.11,0,0.0,1,0.11,37021
37,22,1010,13,1.29,17,1.68,7,0.69,13,1.29,8,0.79,6,0.59,5,0.5,5,0.5,4,0.4,3,0.3,6,0.59,3,0.3,1,0.1,0,0.0,7,0.69,4,0.4,1,0.1,2,0.2,3,0.3,4,0.4,60,5.94,46,4.55,47,4.65,46,4.55,48,4.75,52,5.15,41,4.06,40,3.96,0,0.0,3,0.3,2,0.2,1,0.1,3,0.3,3,0.3,1,0.1,2,0.2,37022
37,23,1217,32,2.63,21,1.73,11,0.9,8,0.66,14,1.15,6,0.49,6,0.49,16,1.31,6,0.49,5,0.41,7,0.58,4,0.33,1,0.08,1,0.08,2,0.16,11,0.9,4,0.33,3,0.25,3,0.25,3,0.25,39,3.2,38,3.12,39,3.2,36,2.96,41,3.37,31,2.55,35,2.88,41,3.37,2,0.16,3,0.25,2,0.16,3,0.25,1,0.08,3,0.25,2,0.16,3,0.25,37023
37,24,1196,29,2.42,13,1.09,11,0.92,10,0.84,13,1.09,13,1.09,5,0.42,7,0.59,7,0.59,7,0.59,3,0.25,4,0.33,1,0.08,6,0.5,3,0.25,7,0.59,4,0.33,4,0.33,4,0.33,4,0.33,37,3.09,41,3.43,31,2.59,30,2.51,40,3.34,41,3.43,29,2.42,32,2.68,0,0.0,1,0.08,5,0.42,1,0.08,1,0.08,2,0.17,0,0.0,4,0.33,37024
37,25,1104,23,2.08,14,1.27,6,0.54,2,0.18,10,0.91,8,0.72,2,0.18,10,0.91,9,0.82,6,0.54,3,0.27,5,0.45,2,0.18,3,0.27,2,0.18,5,0.45,8,0.72,4,0.36,1,0.09,3,0.27,35,3.17,28,2.54,29,2.63,29,2.63,32,2.9,31,2.81,32,2.9,29,2.63,1,0.09,0,0.0,1,0.09,7,0.63,2,0.18,2,0.18,5,0.45,5,0.45,37025
37,26,1517,40,2.64,27,1.78,13,0.86,21,1.38,15,0.99,12,0.79,8,0.53,15,0.99,6,0.4,9,0.59,6,0.4,7,0.46,3,0.2,4,0.26,6,0.4,12,0.79,5,0.33,4,0.26,5,0.33,5,0.33,65,4.28,52,3.43,40,2.64,42,2.77,53,3.49,48,3.16,41,2.7,44,2.9,2,0.13,3,0.2,0,0.0,3,0.2,2,0.13,4,0.26,2,0.13,1,0.07,37026
37,27,1122,26,2.32,19,1.69,17,1.52,9,0.8,13,1.16,11,0.98,6,0.53,8,0.71,10,0.89,5,0.45,4,0.36,5,0.45,1,0.09,3,0.27,1,0.09,3,0.27,2,0.18,3,0.27,1,0.09,2,0.18,36,3.21,35,3.12,30,2.67,27,2.41,36,3.21,29,2.58,24,2.14,23,2.05,0,0.0,1,0.09,1,0.09,0,0.0,2,0.18,1,0.09,1,0.09,0,0.0,37027
37,28,1021,19,1.86,12,1.18,8,0.78,8,0.78,8,0.78,8,0.78,3,0.29,8,0.78,12,1.18,5,0.49,3,0.29,3,0.29,1,0.1,5,0.49,3,0.29,4,0.39,4,0.39,1,0.1,1,0.1,3,0.29,57,5.58,42,4.11,47,4.6,32,3.13,42,4.11,48,4.7,40,3.92,36,3.53,1,0.1,1,0.1,1,0.1,1,0.1,2,0.2,2,0.2,3,0.29,1,0.1,37028
37,29,1008,31,3.08,27,2.68,16,1.59,16,1.59,21,2.08,15,1.49,8,0.79,14,1.39,2,0.2,4,0.4,5,0.5,3,0.3,1,0.1,0,0.0,4,0.4,6,0.6,0,0.0,0,0.0,0,0.0,3,0.3,33,3.27,21,2.08,26,2.58,21,2.08,31,3.08,20,1.98,21,2.08,24,2.38,0,0.0,3,0.3,1,0.1,0,0.0,3,0.3,2,0.2,1,0.1,4,0.4,37029
37,30,1104,25,2.26,28,2.54,17,1.54,13,1.18,18,1.63,19,1.72,11,1.0,18,1.63,6,0.54,10,0.91,7,0.63,6,0.54,2,0.18,3,0.27,4,0.36,8,0.72,2,0.18,2,0.18,4,0.36,6,0.54,48,4.35,36,3.26,38,3.44,29,2.63,32,2.9,34,3.08,26,2.36,32,2.9,4,0.36,5,0.45,2,0.18,4,0.36,8,0.72,5,0.45,3,0.27,3,0.27,37030
37,31,1259,23,1.83,25,1.99,10,0.79,8,0.64,17,1.35,11,0.87,6,0.48,9,0.71,13,1.03,7,0.56,6,0.48,3,0.24,2,0.16,3,0.24,4,0.32,5,0.4,5,0.4,3,0.24,2,0.16,4,0.32,49,3.89,47,3.73,36,2.86,36,2.86,43,3.42,40,3.18,40,3.18,33,2.62,1,0.08,4,0.32,2,0.16,1,0.08,5,0.4,2,0.16,1,0.08,6,0.48,37031
37,32,982,24,2.44,15,1.53,11,1.12,5,0.51,13,1.32,9,0.92,7,0.71,8,0.81,7,0.71,4,0.41,4,0.41,5,0.51,2,0.2,1,0.1,4,0.41,5,0.51,2,0.2,4,0.41,3,0.31,2,0.2,30,3.05,26,2.65,17,1.73,17,1.73,20,2.04,17,1.73,14,1.43,16,1.63,1,0.1,5,0.51,1,0.1,2,0.2,4,0.41,3,0.31,3,0.31,3,0.31,37032
37,33,1401,36,2.57,24,1.71,11,0.79,8,0.57,18,1.28,10,0.71,10,0.71,12,0.86,8,0.57,3,0.21,5,0.36,7,0.5,2,0.14,2,0.14,2,0.14,3,0.21,3,0.21,3,0.21,4,0.29,4,0.29,35,2.5,33,2.36,29,2.07,31,2.21,32,2.28,34,2.43,35,2.5,27,1.93,2,0.14,6,0.43,1,0.07,4,0.29,1,0.07,4,0.29,1,0.07,3,0.21,37033
37,34,1084,20,1.85,17,1.57,6,0.55,4,0.37,9,0.83,6,0.55,3,0.28,8,0.74,8,0.74,4,0.37,4,0.37,4,0.37,0,0.0,1,0.09,0,0.0,5,0.46,1,0.09,3,0.28,1,0.09,1,0.09,38,3.51,42,3.87,31,2.86,26,2.4,35,3.23,33,3.04,29,2.68,22,2.03,2,0.18,4,0.37,3,0.28,3,0.28,2,0.18,4,0.37,2,0.18,3,0.28,37034
37,35,1502,41,2.73,26,1.73,10,0.67,12,0.8,13,0.87,10,0.67,13,0.87,13,0.87,11,0.73,4,0.27,5,0.33,5,0.33,4,0.27,4,0.27,2,0.13,6,0.4,4,0.27,4,0.27,0,0.0,4,0.27,47,3.13,38,2.53,37,2.46,35,2.33,43,2.86,40,2.66,28,1.86,30,2.0,2,0.13,2,0.13,1,0.07,3,0.2,0,0.0,7,0.47,0,0.0,3,0.2,37035
37,36,961,18,1.87,21,2.19,6,0.62,8,0.83,11,1.14,11,1.14,7,0.73,9,0.94,8,0.83,3,0.31,5,0.52,7,0.73,3,0.31,5,0.52,5,0.52,2,0.21,5,0.52,2,0.21,3,0.31,0,0.0,31,3.23,29,3.02,25,2.6,20,2.08,25,2.6,30,3.12,24,2.5,20,2.08,5,0.52,3,0.31,1,0.1,2,0.21,0,0.0,3,0.31,1,0.1,1,0.1,37036
37,37,1196,27,2.26,23,1.92,13,1.09,6,0.5,19,1.59,12,1.0,4,0.33,14,1.17,11,0.92,8,0.67,6,0.5,9,0.75,3,0.25,7,0.59,8,0.67,6,0.5,2,0.17,3,0.25,5,0.42,5,0.42,38,3.18,36,3.01,42,3.51,30,2.51,39,3.26,35,2.93,30,2.51,27,2.26,2,0.17,2,0.17,1,0.08,2,0.17,4,0.33,3,0.25,2,0.17,5,0.42,37037
37,38,1398,37,2.65,16,1.14,8,0.57,9,0.64,16,1.14,8,0.57,8,0.57,11,0.79,10,0.72,11,0.79,6,0.43,4,0.29,1,0.07,4,0.29,5,0.36,7,0.5,5,0.36,2,0.14,2,0.14,2,0.14,43,3.08,40,2.86,28,2.0,32,2.29,41,2.93,29,2.07,34,2.43,21,1.5,3,0.21,2,0.14,4,0.29,2,0.14,2,0.14,4,0.29,1,0.07,4,0.29,37038
37,39,998,27,2.71,25,2.51,16,1.6,11,1.1,10,1.0,6,0.6,9,0.9,10,1.0,4,0.4,5,0.5,3,0.3,4,0.4,3,0.3,2,0.2,1,0.1,9,0.9,3,0.3,1,0.1,1,0.1,2,0.2,33,3.31,35,3.51,30,3.01,31,3.11,39,3.91,39,3.91,32,3.21,28,2.81,3,0.3,4,0.4,1,0.1,1,0.1,2,0.2,2,0.2,1,0.1,2,0.2,37039
37,40,1463,24,1.64,15,1.03,9,0.62,9,0.62,13,0.89,9,0.62,3,0.21,10,0.68,12,0.82,8,0.55,5,0.34,5,0.34,4,0.27,6,0.41,0,0.0,6,0.41,2,0.14,3,0.21,4,0.27,6,0.41,30,2.05,30,2.05,21,1.44,25,1.71,21,1.44,21,1.44,21,1.44,17,1.16,1,0.07,2,0.14,1,0.07,2,0.14,1,0.07,2,0.14,1,0.07,3,0.21,37040
